world_x,world_y,height,monster_type
3967.6,910.3,120,M01
3950.9,935.1,8,M01
3960.5,914.1,98,M03
3911.1,910.3,17,M01
3906.8,929.9,15,M01
3923.0,936.5,70,M02
3564.9,911.3,61,M01
3562.5,935.1,61,M01
3614.8,919.4,51,M01
3608.1,907.9,88,M03
3449.9,920.3,64,M01
3881.8,927.5,17,M01
3995.5,927.9,45,M01
3815.0,931.3,14,M01
3500.5,932.2,20,M01
3504.8,907.4,82,M02
3699.5,933.2,4,M01
3716.2,917.5,26,M03
3616.7,4.4,70,M01
3594.3,20.6,30,M01
3758.6,11.6,483,M01
4274.9,12.5,144,M01
4337.9,16.8,13,M01
3635.1,18.3,71,M01
3557.0,18.3,78,M01
3534.6,5.9,158,M03
3669.2,19.2,48,M01
3664.9,10.2,32,M03
4430.2,23.5,181,M01
3702.3,33.3,97,M01
3486.4,35.2,133,M01
3477.8,52.8,69,M01
3473.5,40.0,147,M03
3747.9,42.4,438,M01
3733.6,58.6,137,M03
3765.3,51.4,346,M01
3651.7,57.1,85,M01
3649.8,54.8,92,M03
3680.6,68.4,163,M01
3629.3,75.0,65,M01
3488.3,76.0,29,M01
3454.2,79.3,58,M01
3713.8,83.2,179,M01
3696.6,81.2,100,M03
3558.5,84.1,10,M01
3552.7,77.4,19,M03
3611.9,87.9,42,M01
4423.1,95.8,253,M01
3677.8,95.8,127,M01
3664.9,116.8,36,M01
3765.3,103.0,137,M01
3752.4,123.9,11,M06
3560.4,127.1,4,M01
3704.2,129.0,95,M01
3700.0,154.7,50,M01
3588.8,132.3,22,M01
3681.1,137.5,159,M01
3756.3,139.0,65,M01
3757.7,129.0,122,M03
4416.4,139.5,198,M01
4412.6,141.8,235,M03
4362.0,143.3,65,M01
3626.5,144.2,11,M01
3654.1,152.8,122,M03
4334.6,154.7,264,M01
4381.8,165.0,129,M01
4376.1,179.8,434,M03
3655.1,165.9,156,M01
3719.8,169.3,66,M01
3744.1,178.8,32,M03
3560.9,175.0,17,M01
3546.1,175.5,19,M05
3674.9,176.4,67,M01
4346.3,178.3,406,M01
4365.3,182.2,416,M01
4328.4,191.0,95,M01
4329.8,213.4,547,M01
3602.4,196.7,17,M01
3758.6,198.2,34,M01
3750.1,217.2,27,M01
4358.2,212.5,609,M01
3637.4,212.5,49,M01
3637.9,202.4,30,M03
4345.8,230.8,245,M01
3565.9,230.8,5,M01
3653.2,240.8,52,M01
4371.1,251.6,336,M01
4363.9,251.1,218,M03
4351.0,280.2,465,M03
4338.8,258.3,247,M01
3700.9,263.0,474,M01
3711.9,266.4,609,M03
3560.9,266.4,0,M01
3650.8,268.3,41,M01
3754.8,268.8,800,M01
3876.0,274.0,521,M01
3730.7,275.9,908,M01
3918.7,285.2,158,M01
4370.1,285.7,270,M01
3783.7,289.5,382,M01
3807.5,303.4,540,M01
3719.8,293.8,476,M01
3747.9,296.7,650,M01
3839.3,296.7,51,M01
3818.3,303.8,20,M05
4338.8,300.5,890,M01
3566.8,305.7,5,M01
3641.3,308.1,39,M01
3617.6,309.1,15,M01
3601.9,311.0,8,M03
3872.0,313.1,630,M01
3863.4,333.7,1245,M01
3865.3,328.4,1085,M06
3902.7,314.6,86,M01
3825.0,315.5,19,M01
3684.4,316.5,648,M01
3674.9,339.8,305,M01
3683.0,318.9,589,M05
3586.9,345.8,8,M01
3879.4,351.1,254,M01
3688.0,355.4,27,M01
3849.5,357.3,576,M01
3808.5,361.1,1466,M01
3665.8,368.2,27,M01
3660.6,361.1,52,M02
3524.4,370.2,14,M01
3577.8,386.6,39,M01
3825.9,388.5,1245,M01
3730.7,391.4,141,M01
3767.7,397.6,299,M01
3763.9,384.7,96,M02
3636.0,399.5,608,M01
3886.0,409.3,91,M01
3880.8,426.9,810,M03
4080.2,416.9,176,M01
4068.8,424.5,316,M02
3508.6,417.4,11,M01
4052.3,419.3,309,M01
4134.6,421.7,27,M01
4139.9,420.7,125,M02
3752.4,425.5,1221,M01
3759.1,435.5,57,M02
3857.6,428.4,840,M01
3850.5,428.8,879,M02
3676.3,428.4,571,M01
4169.7,428.8,91,M01
4163.0,426.9,89,M05
3713.8,430.3,935,M01
4002.5,431.2,609,M01
3535.6,436.5,21,M01
3921.6,438.6,289,M01
3644.1,443.9,542,M01
3581.6,443.9,245,M01
4065.5,444.8,429,M01
4089.3,456.8,344,M01
3676.8,450.1,884,M01
3609.1,450.1,604,M01
4111.0,450.6,161,M01
3792.3,455.3,1269,M01
3757.7,458.7,1301,M01
3707.1,463.0,1515,M01
3715.7,438.6,874,M03
4060.0,464.4,889,M01
4035.2,440.1,114,M02
4255.8,467.7,279,M01
4253.5,439.1,65,M02
4217.6,474.2,107,M01
4201.9,494.7,764,M01
3621.5,475.1,806,M01
3607.1,493.3,1380,M02
3493.1,475.6,34,M01
4032.8,477.0,93,M01
3830.2,477.0,612,M01
3569.2,478.0,481,M01
3586.4,470.8,506,M02
3589.2,479.0,903,M03
3781.3,481.3,466,M01
4182.1,482.3,286,M01
3860.0,483.7,633,M01
3643.6,489.0,1232,M01
3745.5,496.1,195,M01
4108.6,496.6,761,M01
3777.7,500.2,1112,M01
4089.3,502.1,33,M01
3658.2,502.1,122,M01
3703.8,510.7,1085,M01
3698.0,524.5,1571,M02
3473.5,515.4,673,M01
4228.9,517.8,442,M01
4122.5,520.7,569,M01
3736.4,521.6,1673,M01
3439.9,525.5,667,M01
3513.4,531.4,344,M01
3502.4,546.2,959,M01
4237.5,537.2,123,M01
4180.7,541.5,4,M01
4253.5,556.7,187,M01
3496.0,566.0,1052,M01
3480.2,569.9,754,M02
4213.4,567.0,110,M01
4212.4,582.2,537,M03
3439.0,572.2,535,M01
4243.2,581.8,979,M01
4223.2,592.7,867,M01
3443.3,594.4,182,M01
3441.8,611.6,1191,M01
4196.7,603.0,208,M01
4207.6,621.6,381,M01
4244.6,634.7,163,M01
4225.1,638.6,174,M01
4194.8,654.3,395,M01
4220.3,693.9,247,M01
4243.7,706.3,470,M01
4247.5,717.3,452,M03
4252.0,727.1,46,M01
4250.6,737.6,80,M06
4394.2,242.3,901,M01
4419.7,253.5,73,M01
4416.9,290.0,95,M01
4416.4,306.2,124,M03
4389.9,305.3,194,M01
4392.3,322.7,269,M01
4416.9,325.5,460,M01
4425.5,339.4,922,M01
4369.1,348.7,316,M01
3964.3,672.2,132,M02
3820.7,682.2,284,M02
3743.6,693.9,278,M02
3785.6,720.4,88,M02
4027.7,724.7,33,M02
4002.5,745.2,218,M02
3902.3,755.0,41,M02
3751.0,799.6,20,M02
3645.1,801.5,51,M02
3637.0,805.3,34,M03
3705.2,837.5,32,M02
4047.6,878.6,5,M02
3991.7,899.6,4,M02
3577.3,904.3,10,M02
4047.6,911.3,8,M02
3728.3,914.6,30,M02
3792.3,323.6,479,M02
3599.5,339.4,4,M02
3772.9,355.8,64,M02
3886.5,380.4,185,M02
3924.9,417.9,813,M02
3569.2,428.4,44,M02
4069.3,483.2,831,M02
4223.6,491.8,631,M02
4131.3,492.8,693,M02
4169.7,510.2,390,M02
4040.9,512.1,251,M02
3543.2,521.2,1663,M02
4217.6,542.9,6,M02
3902.7,572.7,242,M02
3633.2,579.4,1037,M02
3751.5,585.1,780,M02
3712.8,611.6,1172,M02
4183.1,623.0,474,M02
3627.0,652.4,938,M02
3698.5,671.7,367,M02
3586.4,708.2,268,M02
3564.0,758.3,4,M02
3589.7,776.4,66,M03
3449.0,797.2,128,M02
3450.9,871.6,18,M02
4023.0,658.8,93,M03
4068.8,728.0,125,M03
3663.4,736.6,64,M03
4012.5,757.8,120,M03
3734.5,768.3,49,M03
3921.6,785.8,49,M03
3863.9,269.2,481,M03
3545.6,370.2,1,M03
3546.5,352.0,9,M05
3788.5,378.5,442,M03
4158.7,458.2,165,M03
3506.7,502.1,189,M03
3643.6,529.3,1973,M03
3658.7,579.4,909,M03
3995.1,588.9,87,M03
3783.7,627.6,144,M03
3617.6,702.5,137,M03
4359.6,31.9,78,M03
3603.8,31.9,70,M03
4411.2,50.0,420,M03
3578.7,58.6,23,M03
4432.1,85.1,202,M03
4354.8,99.1,129,M03
3730.7,113.5,77,M03
3481.7,134.7,17,M03
3702.8,175.5,50,M03
3570.2,192.4,7,M03
4432.1,201.5,522,M03
3709.5,223.2,148,M03
3670.6,243.2,106,M03
3759.1,246.6,946,M03
3575.4,250.6,6,M03
3621.0,259.7,58,M03
3676.8,285.7,1478,M03
4245.6,421.7,5,M03
4368.7,84.1,332,M05
5021.6,803.4,323,M09
4761.6,476.1,233,M09
4767.8,497.1,842,M01
5300.5,616.8,552,M09
5295.8,616.8,553,M02
5300.5,930.8,516,M09
5015.9,431.2,1114,M04
5028.8,421.2,1289,M03
4715.3,456.8,441,M04
4826.5,543.4,648,M04
4841.3,541.0,708,M01
5339.4,733.3,105,M04
5235.2,773.6,375,M04
5076.1,789.1,735,M04
5082.2,804.4,679,M01
5295.3,801.0,127,M04
5307.2,799.6,12,M01
5179.3,873.1,712,M04
5164.1,873.1,969,M01
4500.1,920.3,645,M04
4933.1,698.2,362,M01
4990.9,762.1,503,M01
5045.8,783.9,526,M01
4966.8,829.9,38,M01
5128.1,831.3,941,M01
5117.8,867.8,301,M01
4922.6,899.6,593,M01
4906.9,905.3,604,M01
5003.5,841.8,420,M01
5085.6,877.1,259,M01
5010.2,894.8,571,M01
5002.6,881.4,647,M03
5058.6,901.9,334,M01
5037.6,907.9,484,M01
5043.8,921.7,505,M05
5083.7,912.2,394,M01
4971.8,912.7,1128,M01
4467.2,3.5,22,M01
4520.2,9.7,580,M01
4536.2,33.8,94,M01
4532.8,32.8,97,M03
4491.8,38.1,194,M01
4470.3,50.9,704,M01
4506.3,76.5,380,M01
4523.0,89.4,585,M01
4465.8,85.1,53,M01
4483.7,107.7,201,M01
4475.6,117.3,474,M03
4514.0,111.1,217,M01
4508.7,131.8,291,M01
4532.8,140.9,594,M01
4539.5,126.6,346,M06
4453.4,149.0,441,M01
4445.7,131.4,267,M03
4471.3,161.2,15,M01
4529.7,176.0,217,M01
4527.3,180.7,261,M03
4484.6,197.2,267,M01
4497.0,192.4,144,M03
4455.8,203.9,575,M01
4456.2,231.3,426,M01
4439.5,249.0,1033,M01
4446.7,235.6,600,M03
5003.1,290.5,540,M01
5021.6,303.4,1729,M01
4945.3,304.8,1352,M01
4991.8,312.7,927,M01
4964.9,312.7,862,M01
4787.1,332.7,650,M01
4933.6,334.1,1153,M01
4839.4,336.5,1190,M01
4694.8,339.4,1062,M01
4765.0,347.7,396,M01
4625.6,347.7,102,M01
4950.1,351.1,330,M01
4951.5,372.1,934,M02
4943.9,364.9,666,M03
4913.1,351.6,400,M01
4848.2,354.4,310,M01
4851.1,349.6,183,M03
5027.4,355.8,230,M01
4952.5,381.4,288,M01
4951.5,403.8,894,M03
4818.4,382.3,343,M01
4822.7,400.5,967,M01
4711.0,382.3,226,M01
4671.7,382.8,348,M01
4672.1,391.9,610,M03
5020.7,383.3,118,M01
5010.7,397.1,361,M02
5015.0,391.4,263,M03
4884.7,383.3,547,M01
4988.0,387.1,946,M01
4973.2,399.5,841,M06
4760.7,394.7,518,M01
4737.0,404.7,724,M01
4735.6,398.5,573,M03
4705.3,407.4,138,M01
4784.8,408.8,100,M01
4877.1,414.5,256,M01
4850.1,420.7,619,M01
4960.6,433.6,580,M01
4778.8,435.5,1100,M01
5016.4,441.5,589,M01
4858.2,444.8,363,M01
4984.2,446.3,565,M01
4989.9,458.7,1065,M03
4742.3,447.2,312,M01
4932.7,450.6,366,M01
4906.4,461.1,284,M01
5032.9,460.6,12,M01
4880.9,471.3,86,M01
4902.4,487.1,634,M03
4721.8,485.2,276,M01
4719.4,473.2,263,M03
4850.6,487.1,643,M01
4936.5,504.0,880,M01
4879.9,511.2,298,M01
4748.0,511.6,615,M01
4824.1,518.3,680,M01
4815.5,514.5,393,M03
4656.9,522.1,62,M01
4864.0,527.4,901,M01
4768.3,535.3,571,M01
4772.6,559.1,1538,M01
4762.6,556.7,1202,M03
5005.0,537.6,47,M01
5003.1,539.1,84,M02
5436.5,553.4,23,M01
4794.3,553.9,1078,M01
4859.7,554.3,710,M01
4874.0,540.0,869,M03
4916.4,557.2,649,M01
4890.4,557.7,508,M01
4966.8,559.1,1255,M01
4654.7,559.6,944,M01
5020.7,566.0,205,M01
5009.3,577.0,636,M02
4690.5,569.9,155,M01
4841.3,572.2,157,M01
4813.6,576.1,13,M01
4860.6,579.4,247,M01
4853.5,589.4,441,M03
5430.3,580.3,101,M01
4941.0,589.9,615,M01
4691.5,598.2,44,M01
4712.9,594.4,580,M03
4902.4,601.1,833,M01
4900.5,611.6,925,M03
5015.9,604.4,450,M01
4819.3,605.4,521,M01
5142.4,608.7,230,M01
5427.5,609.7,228,M01
5418.9,610.2,220,M02
5422.2,611.6,233,M03
4750.2,610.6,321,M01
5248.1,611.6,165,M01
5249.0,623.0,2,M06
4953.9,612.1,279,M01
5072.2,612.5,1024,M01
5087.0,610.2,309,M02
5371.2,614.9,363,M01
5345.4,614.5,1141,M03
5041.0,621.1,865,M01
5263.6,623.5,465,M01
5017.8,625.2,222,M01
5308.2,626.6,47,M01
5290.5,636.7,121,M01
5205.4,628.5,796,M01
5235.7,632.4,547,M01
5244.2,628.1,200,M05
5079.9,634.7,866,M01
5083.7,652.4,563,M05
4835.1,635.2,551,M01
5124.0,636.2,75,M01
4720.8,636.2,156,M01
4737.0,651.9,1312,M01
4966.8,640.9,176,M01
4962.5,649.1,269,M03
5418.9,642.4,99,M01
5321.8,643.3,823,M01
4891.4,650.0,656,M01
5357.3,651.0,1163,M01
4757.8,660.8,411,M01
4771.6,661.2,931,M03
5386.2,661.2,730,M01
5398.6,667.9,322,M03
4661.6,662.7,52,M01
4658.3,683.6,196,M01
5276.0,664.1,44,M01
5250.2,665.5,20,M01
5261.7,685.5,305,M01
5079.4,666.9,883,M01
5091.3,677.9,303,M03
4970.8,672.2,351,M01
5353.0,672.7,880,M01
4921.2,674.6,562,M01
4910.2,669.8,503,M02
5147.6,677.4,65,M01
5428.9,677.9,19,M01
5407.0,681.3,328,M01
4858.2,678.4,866,M01
4844.4,673.1,622,M03
5206.3,680.8,306,M01
5213.9,685.5,204,M02
4763.0,689.6,394,M01
4767.8,709.6,577,M03
5122.6,690.6,14,M01
5169.8,691.5,32,M01
4801.9,693.4,827,M01
4781.9,694.9,55,M01
5328.0,693.9,401,M01
5327.0,716.8,611,M01
5313.2,694.4,729,M02
4694.3,698.2,489,M01
5386.2,703.0,776,M01
5050.0,703.4,640,M01
5435.6,705.8,100,M01
4830.8,705.8,857,M01
5300.1,711.6,559,M01
5283.4,694.9,177,M03
5079.9,715.4,1753,M01
5244.2,715.8,487,M01
5377.6,723.7,728,M01
5399.1,728.5,218,M01
5397.2,739.0,331,M03
4827.0,725.6,1093,M01
4822.2,738.5,537,M03
4871.6,726.1,765,M01
4793.8,727.1,503,M01
4899.5,729.0,354,M01
4895.7,724.2,229,M03
5227.1,732.8,469,M01
4925.0,732.8,442,M01
4716.7,733.8,1002,M01
5137.6,734.2,833,M01
4739.4,734.2,765,M01
4680.3,750.2,455,M01
4675.0,769.3,801,M01
4766.9,752.1,332,M01
4777.3,778.4,1243,M03
4569.8,753.1,190,M01
5351.6,754.0,391,M01
5355.4,774.1,571,M01
4461.5,754.5,240,M01
4455.8,750.2,287,M02
4801.9,756.4,465,M01
5291.0,760.2,406,M01
5307.7,775.0,125,M03
4945.3,762.1,206,M01
4953.9,754.5,84,M03
4647.1,762.1,512,M01
4640.9,767.4,653,M02
4628.5,772.2,676,M03
4705.8,763.6,671,M01
5102.1,765.0,1084,M01
5107.8,779.3,993,M02
4910.2,770.2,177,M01
4617.3,770.7,797,M01
4598.7,770.2,656,M03
5193.0,771.7,464,M01
5256.9,772.6,206,M01
5146.2,772.6,734,M01
5128.1,765.5,1303,M03
4534.7,772.6,645,M01
4548.6,759.3,253,M03
5391.4,774.1,788,M01
4871.6,776.9,900,M01
4864.0,760.2,1178,M06
4764.5,781.9,279,M01
4594.4,788.1,92,M01
4617.3,802.9,830,M01
5236.6,789.1,378,M01
4523.0,794.8,149,M01
5260.2,795.8,528,M01
5277.9,796.3,100,M02
5250.2,809.6,795,M03
4638.5,796.3,475,M01
5162.7,799.1,240,M01
5203.9,800.1,349,M01
5398.1,802.0,358,M01
4476.5,804.4,651,M01
4468.9,794.4,675,M03
4785.7,806.7,991,M01
4863.5,807.7,834,M01
4574.1,810.6,116,M01
4807.2,813.7,259,M01
5301.5,820.8,54,M01
5300.1,841.3,302,M01
4930.3,820.8,18,M01
4454.8,821.3,545,M01
4844.4,822.3,279,M01
4683.6,822.7,795,M01
4658.8,829.9,677,M01
5259.3,823.2,684,M01
4706.3,826.1,822,M01
4607.3,826.6,769,M01
4601.5,838.0,1052,M05
5350.7,830.8,823,M01
5327.5,831.3,225,M01
4889.5,834.7,600,M01
4900.5,821.3,485,M03
4535.2,836.6,291,M01
5164.6,840.4,383,M01
4862.5,844.9,256,M01
4813.6,847.8,122,M01
4816.0,871.2,815,M01
5356.9,853.0,828,M01
5362.6,844.9,858,M03
4568.8,853.0,532,M01
4590.8,871.6,1950,M01
4514.0,855.9,656,M01
4500.1,866.9,1130,M02
5390.5,861.1,395,M01
4749.0,861.6,1240,M01
4462.0,863.5,261,M01
4459.1,859.2,273,M05
5424.1,864.5,516,M01
4707.7,870.7,1302,M01
4784.8,871.6,855,M01
5308.2,879.0,557,M01
4861.1,879.0,260,M01
4845.4,900.5,746,M01
4662.1,879.5,307,M01
4685.5,892.4,1221,M01
4614.4,880.5,699,M01
4603.4,881.9,455,M03
4901.9,883.3,214,M01
4527.3,883.8,406,M01
4516.8,898.6,1113,M03
5226.6,887.6,559,M01
4820.8,891.9,523,M01
4576.5,898.6,1188,M01
4720.8,901.5,1005,M01
5263.1,906.5,760,M01
5324.6,908.4,376,M01
5315.6,917.5,773,M02
4765.0,908.4,325,M01
4776.4,926.5,1283,M03
4811.0,908.9,263,M01
4461.5,908.9,133,M01
4456.2,924.1,817,M03
5230.9,909.8,580,M01
4647.6,910.8,731,M01
4652.8,933.7,1545,M03
4592.7,910.8,585,M01
4549.5,920.8,583,M01
4548.1,907.9,51,M03
4863.0,922.2,677,M01
4845.8,936.1,1415,M01
5206.8,926.5,498,M01
4914.5,926.5,455,M01
4813.6,930.3,1049,M01
4833.2,925.1,912,M03
5070.8,1.1,202,M01
5086.1,15.4,568,M01
5139.5,8.2,376,M01
4997.1,9.2,683,M01
4990.4,28.8,851,M01
5047.7,16.8,600,M01
5032.9,16.8,324,M01
5056.7,21.1,845,M03
5122.6,32.3,548,M01
5097.8,40.0,191,M01
5121.1,37.6,605,M03
5011.2,34.7,288,M01
5015.0,60.0,707,M01
5036.2,40.0,237,M01
4952.9,40.9,591,M01
4938.6,48.1,178,M03
4992.8,43.8,722,M01
5134.3,59.5,397,M01
4960.1,62.6,633,M01
5028.8,67.9,751,M01
5012.6,85.5,616,M01
4987.1,70.7,588,M01
4983.2,89.8,878,M01
5125.7,82.7,380,M01
5061.5,86.5,1000,M01
5038.1,87.4,490,M01
5073.2,98.7,268,M01
5090.8,105.8,747,M01
5086.5,97.7,452,M03
4998.0,99.6,782,M01
5105.9,102.0,435,M01
5058.2,102.5,788,M01
5043.4,118.2,729,M01
5056.2,102.0,736,M03
5128.5,110.6,210,M01
4952.0,116.8,1004,M01
4962.0,106.3,948,M03
5000.2,119.7,742,M01
5023.6,110.6,804,M03
5094.4,127.1,14,M01
5104.9,148.0,444,M01
4936.0,127.5,501,M01
4946.8,142.3,931,M01
4941.0,126.6,101,M02
5067.5,151.4,655,M01
5040.0,152.3,846,M01
5046.2,137.1,522,M03
4992.3,153.3,1029,M01
4984.7,147.1,876,M03
5137.1,164.5,106,M01
4993.3,176.9,553,M01
5027.4,181.2,1212,M01
4992.3,193.4,651,M01
4993.3,210.5,887,M01
4979.9,191.5,242,M03
5106.8,196.2,447,M01
5121.1,203.9,122,M01
5113.5,191.0,283,M03
5075.6,196.2,307,M01
5013.5,201.5,701,M01
5050.5,208.2,935,M01
5031.9,216.7,755,M01
4536.6,231.8,388,M01
4537.6,248.0,785,M01
5011.2,236.6,862,M01
5001.1,248.5,586,M01
5000.2,234.6,198,M03
5029.8,253.5,1438,M01
5010.7,264.0,1068,M03
4476.5,264.5,519,M01
4507.8,265.9,410,M01
4529.2,276.4,769,M01
4524.5,254.5,123,M03
4444.3,272.6,494,M01
4462.0,260.7,279,M03
4462.4,284.3,173,M01
4524.5,292.4,392,M01
4497.5,297.2,526,M01
4462.4,313.1,351,M01
4447.2,342.7,962,M01
4447.6,339.8,882,M03
4488.0,322.7,586,M01
4488.9,315.1,304,M03
4508.2,330.8,789,M01
4524.9,332.7,999,M01
4524.5,315.1,240,M03
4569.8,346.3,932,M01
4715.3,925.1,1250,M01
4701.5,934.6,1302,M03
4686.0,935.1,1482,M01
5063.2,818.5,1280,M02
5329.4,669.8,340,M02
5101.6,675.5,591,M02
5283.4,676.0,76,M02
5010.2,679.8,660,M02
5204.9,727.6,115,M02
5184.6,760.7,205,M02
5201.1,860.7,56,M02
5315.1,865.9,896,M02
5258.3,896.7,837,M02
4455.8,110.1,442,M02
4577.4,333.2,1121,M02
4780.2,337.5,1235,M02
4679.3,344.9,51,M02
4885.2,356.3,585,M02
4893.8,367.8,1139,M03
4668.3,688.2,92,M02
5114.0,65.0,347,M02
5264.0,625.7,5,M03
5207.7,703.0,254,M03
5191.0,818.9,100,M03
4915.5,871.2,688,M03
5014.5,8.7,412,M03
5105.9,11.6,580,M03
4487.0,23.0,288,M03
4481.3,24.5,350,M05
4459.1,40.0,236,M03
4969.4,248.0,32,M03
4738.9,349.2,323,M03
4720.8,352.5,257,M05
4981.8,371.6,957,M03
4844.9,378.0,107,M03
4789.1,390.4,518,M03
4920.7,402.4,1170,M03
4992.8,414.5,292,M03
4654.7,439.6,46,M03
4885.7,444.4,53,M03
4957.7,472.8,630,M03
4658.8,477.0,148,M03
4784.3,484.2,160,M03
4717.2,510.2,446,M03
4669.3,536.7,26,M03
4970.4,550.5,641,M03
4795.7,562.7,122,M03
4921.2,563.2,248,M03
4678.8,576.5,436,M03
4929.8,595.4,312,M03
4803.4,598.7,452,M03
4844.9,619.2,1168,M03
5394.3,629.5,234,M03
4751.1,631.9,224,M03
4801.9,656.5,573,M03
4787.1,661.2,264,M05
4476.5,757.4,688,M03
4841.8,760.2,1125,M03
4723.7,763.1,409,M03
4677.4,781.9,342,M03
4819.8,783.4,143,M03
5426.0,784.8,572,M03
4708.6,810.6,1295,M03
5360.2,811.5,480,M03
4576.5,818.9,15,M03
4493.2,828.9,516,M03
5422.7,838.5,531,M03
4470.8,862.6,668,M03
4489.4,849.2,221,M06
5432.2,886.7,218,M03
4701.5,901.9,1247,M03
5384.3,908.9,85,M03
4879.5,915.1,383,M03
4623.0,922.2,1188,M03
5010.7,474.2,120,M05
4471.3,224.6,358,M05
4877.1,337.0,755,M05
4504.4,760.7,243,M05
5063.2,866.4,1112,M06
4691.0,358.7,760,M06
4725.1,534.3,242,M06
6220.5,324.6,261,M09
6221.0,326.0,235,M01
6232.4,328.4,183,M02
5510.7,331.3,51,M09
5513.6,320.8,65,M01
5700.2,627.1,231,M09
5690.2,627.1,287,M01
5690.6,628.1,271,M03
6235.3,10.6,529,M04
6232.4,8.2,447,M01
6252.7,162.6,763,M04
6301.6,272.1,38,M04
6307.8,251.6,70,M01
6291.1,275.0,111,M01
6196.9,411.7,81,M04
6209.8,435.5,112,M01
5466.8,562.7,34,M04
5456.8,585.1,894,M01
5647.2,618.8,107,M04
5607.4,629.0,5,M04
5607.4,654.3,72,M01
5604.0,631.4,20,M05
5555.3,771.2,443,M04
5561.1,753.1,37,M03
6388.7,77.4,340,M01
6361.7,82.2,320,M01
6344.1,90.3,610,M03
6368.4,38.5,517,M01
6388.7,133.7,98,M01
6349.8,137.5,479,M01
6411.4,159.7,159,M01
6347.4,211.0,173,M01
6372.2,198.6,86,M01
6155.4,384.2,70,M01
6132.0,393.3,519,M01
6136.3,398.5,352,M03
6145.8,486.6,146,M01
6272.7,3.5,254,M01
6293.5,16.8,1091,M01
6252.2,42.8,1008,M01
6260.8,49.5,793,M03
6302.6,62.6,821,M01
6310.2,91.7,38,M01
6286.8,84.6,612,M03
6233.4,67.9,1203,M01
6280.4,87.9,44,M01
6247.7,95.3,140,M01
6378.7,102.5,480,M01
6268.0,116.3,369,M01
6239.1,130.4,135,M01
6234.8,127.1,219,M03
6311.1,131.4,78,M01
6276.5,142.3,99,M01
6373.2,161.2,264,M01
6362.2,178.3,51,M01
6369.8,166.9,213,M02
6353.6,162.1,605,M03
6292.5,162.1,802,M01
6309.2,169.8,278,M03
6395.4,163.1,182,M01
6267.5,187.7,874,M01
6276.1,188.1,824,M02
6431.4,190.0,14,M01
6323.3,195.3,488,M01
5977.2,196.2,363,M01
5998.6,209.6,163,M01
6077.6,212.9,320,M01
6080.9,206.3,377,M03
6234.8,215.3,428,M01
6126.3,220.8,454,M01
6126.3,235.1,484,M03
6013.2,228.0,662,M01
6029.9,246.1,27,M03
6201.7,237.5,30,M01
6270.8,245.1,140,M01
6238.6,251.6,395,M01
6232.9,279.7,72,M01
6228.1,258.8,318,M03
6000.3,253.5,972,M01
6021.8,254.0,271,M01
5972.4,255.4,679,M01
5973.8,275.0,546,M01
5994.8,280.2,204,M01
6153.4,255.9,10,M01
6150.6,259.2,9,M03
5941.1,266.9,146,M01
6115.0,269.7,424,M01
6068.5,281.4,313,M01
6088.1,302.9,209,M01
6212.6,291.0,42,M01
5535.8,294.3,230,M01
6032.5,297.2,788,M01
6054.9,307.6,234,M01
6000.3,305.7,932,M01
6127.2,309.6,308,M01
6150.1,288.6,5,M03
5470.4,317.9,1369,M01
5494.7,314.6,169,M03
5484.3,317.4,664,M06
5446.8,325.1,1071,M01
5946.4,331.3,9,M01
6012.2,335.6,766,M01
6122.2,349.2,118,M01
6106.0,365.9,580,M01
6109.3,364.9,489,M03
6098.8,357.3,813,M06
5440.6,350.6,1304,M01
5449.7,372.5,1369,M03
5947.8,354.4,70,M01
5511.2,355.4,104,M01
5503.1,347.3,136,M02
5510.3,350.1,65,M03
5982.9,359.7,598,M01
5975.7,357.7,590,M03
6171.3,367.3,139,M01
6001.7,369.2,987,M01
6025.6,372.1,151,M01
5457.3,376.1,668,M01
6083.3,378.0,433,M01
5956.4,378.0,264,M01
5942.6,399.5,477,M02
5948.8,394.3,387,M03
5974.8,390.4,721,M01
6060.2,399.0,33,M01
6046.8,381.4,233,M03
5470.4,403.8,1847,M01
5483.8,387.1,880,M03
6116.5,406.4,445,M01
6109.3,431.2,471,M01
5515.5,410.2,309,M01
5516.0,435.5,1107,M01
5519.8,424.5,660,M03
5539.1,410.7,102,M01
5490.9,411.7,364,M01
5496.7,408.3,117,M05
5445.4,418.8,1112,M01
6013.2,428.4,782,M01
6053.5,429.8,140,M01
6052.5,417.9,116,M03
6077.6,443.4,510,M01
6084.3,465.3,250,M01
5441.1,451.5,1143,M01
5458.2,452.5,228,M01
5487.1,453.9,443,M01
6028.0,454.9,266,M01
5538.2,467.3,544,M01
6052.5,475.6,423,M01
6060.6,493.3,40,M01
5452.5,484.7,560,M01
5461.6,490.9,109,M06
5528.4,499.0,308,M01
5475.2,500.2,520,M01
5484.7,518.3,339,M01
5443.0,512.6,1235,M01
6154.9,513.5,27,M01
6092.4,523.6,8,M01
6087.6,501.1,161,M03
5509.3,527.8,857,M01
5528.4,508.3,196,M03
5459.7,533.3,464,M01
5443.5,553.9,1118,M02
5458.2,543.8,485,M03
5484.7,569.4,43,M01
5484.3,580.3,217,M03
5540.6,571.3,211,M01
5536.7,577.0,507,M03
5526.9,614.9,100,M01
5501.7,619.7,845,M01
